merchant,description,mcc,transaction_type,label,source
Salary Express,Synthetic online payment salary,6012,income,24,seed_keywords_v1
Salary Online,Synthetic no mcc operation salary,0,income,24,seed_no_mcc_v1
Salary Online,Synthetic salary purchase,4829,income,24,seed_keywords_v1
Salary Pay,Synthetic payment at salary,6010,income,24,seed_keywords_v1
Salary Store,Synthetic card operation salary,6051,income,24,seed_keywords_v1
Sberbank City,Synthetic payment at sberbank,6012,expense,24,seed_keywords_v1
Sberbank Express,Synthetic sberbank receipt,6051,income,24,seed_keywords_v1
Sberbank Online,Synthetic card operation sberbank,6300,income,24,seed_keywords_v1
Sberbank Pay,Synthetic no mcc operation sberbank,0,income,24,seed_no_mcc_v1
Sberbank Pay,Synthetic sberbank purchase,6011,income,24,seed_keywords_v1
Sberbank Store,Synthetic online payment sberbank,6211,expense,24,seed_keywords_v1
Sovcombank City,Synthetic payment at sovcombank,6300,expense,24,seed_keywords_v1
Sovcombank Express,Synthetic sovcombank receipt,4829,income,24,seed_keywords_v1
Sovcombank Online,Synthetic card operation sovcombank,6011,income,24,seed_keywords_v1
Sovcombank Pay,Synthetic no mcc operation sovcombank,0,income,24,seed_no_mcc_v1
Sovcombank Pay,Synthetic sovcombank purchase,6211,income,24,seed_keywords_v1
Sovcombank Store,Synthetic online payment sovcombank,6010,expense,24,seed_keywords_v1
Tinkoff City,Synthetic online payment tinkoff,6012,expense,24,seed_keywords_v1
Tinkoff Express,Synthetic card operation tinkoff,6051,income,24,seed_keywords_v1
Tinkoff Online,Synthetic payment at tinkoff,6010,expense,24,seed_keywords_v1
Tinkoff Pay,Synthetic tinkoff receipt,6011,income,24,seed_keywords_v1
Tinkoff Store,Synthetic no mcc operation tinkoff,0,income,24,seed_no_mcc_v1
Tinkoff Store,Synthetic tinkoff purchase,4829,income,24,seed_keywords_v1
Vtb City,Synthetic card operation vtb,6010,income,24,seed_keywords_v1
Vtb Express,Synthetic no mcc operation vtb,0,income,24,seed_no_mcc_v1
Vtb Express,Synthetic vtb purchase,6051,income,24,seed_keywords_v1
Vtb Online,Synthetic vtb receipt,6300,income,24,seed_keywords_v1
Vtb Pay,Synthetic online payment vtb,4829,expense,24,seed_keywords_v1
Vtb Store,Synthetic payment at vtb,6211,expense,24,seed_keywords_v1
Альфа Банк City,Synthetic payment at альфа банк,6010,income,24,seed_keywords_v1
Альфа Банк Express,Synthetic альфа банк receipt,6011,expense,24,seed_keywords_v1
Альфа Банк Online,Synthetic card operation альфа банк,6051,expense,24,seed_keywords_v1
Альфа Банк Pay,Synthetic no mcc operation альфа банк,0,expense,24,seed_no_mcc_v1
Альфа Банк Pay,Synthetic альфа банк purchase,4829,expense,24,seed_keywords_v1
Альфа Банк Store,Synthetic online payment альфа банк,6012,income,24,seed_keywords_v1
Втб City,Synthetic online payment втб,6010,income,24,seed_keywords_v1
Втб Express,Synthetic card operation втб,6011,expense,24,seed_keywords_v1
Втб Online,Synthetic payment at втб,6300,income,24,seed_keywords_v1
Втб Pay,Synthetic втб receipt,4829,expense,24,seed_keywords_v1
Втб Store,Synthetic no mcc operation втб,0,expense,24,seed_no_mcc_v1
Втб Store,Synthetic втб purchase,6211,expense,24,seed_keywords_v1
Зарплата City,Synthetic online payment зарплата,6011,income,24,seed_keywords_v1
Зарплата Express,Synthetic card operation зарплата,6012,income,24,seed_keywords_v1
Зарплата Online,Synthetic payment at зарплата,4829,income,24,seed_keywords_v1
Зарплата Pay,Synthetic зарплата receipt,6010,income,24,seed_keywords_v1
Зарплата Store,Synthetic no mcc operation зарплата,0,income,24,seed_no_mcc_v1
Зарплата Store,Synthetic зарплата purchase,6300,income,24,seed_keywords_v1
Комиссия City,Synthetic no mcc operation комиссия,0,expense,24,seed_no_mcc_v1
Комиссия City,Synthetic комиссия purchase,6300,expense,24,seed_keywords_v1
Комиссия Express,Synthetic payment at комиссия,4829,income,24,seed_keywords_v1
Комиссия Online,Synthetic online payment комиссия,6011,income,24,seed_keywords_v1
Комиссия Pay,Synthetic card operation комиссия,6012,expense,24,seed_keywords_v1
Комиссия Store,Synthetic комиссия receipt,6010,expense,24,seed_keywords_v1
Кэшбек City,Synthetic card operation кэшбек,6011,income,24,seed_keywords_v1
Кэшбек Express,Synthetic no mcc operation кэшбек,0,income,24,seed_no_mcc_v1
Кэшбек Express,Synthetic кэшбек purchase,6211,income,24,seed_keywords_v1
Кэшбек Online,Synthetic кэшбек receipt,4829,income,24,seed_keywords_v1
Кэшбек Pay,Synthetic online payment кэшбек,6010,income,24,seed_keywords_v1
Кэшбек Store,Synthetic payment at кэшбек,6300,income,24,seed_keywords_v1
Открытие City,Synthetic открытие receipt,6300,expense,24,seed_keywords_v1
Открытие Express,Synthetic online payment открытие,4829,income,24,seed_keywords_v1
Открытие Online,Synthetic no mcc operation открытие,0,expense,24,seed_no_mcc_v1
Открытие Online,Synthetic открытие purchase,6051,expense,24,seed_keywords_v1
Открытие Pay,Synthetic payment at открытие,6211,income,24,seed_keywords_v1
Открытие Store,Synthetic card operation открытие,6010,expense,24,seed_keywords_v1
Перевод City,Synthetic перевод receipt,6051,income,24,seed_keywords_v1
Перевод Express,Synthetic online payment перевод,6211,expense,24,seed_keywords_v1
Перевод Online,Synthetic no mcc operation перевод,0,income,24,seed_no_mcc_v1
Перевод Online,Synthetic перевод purchase,6011,income,24,seed_keywords_v1
Перевод Pay,Synthetic payment at перевод,6012,expense,24,seed_keywords_v1
Перевод Store,Synthetic card operation перевод,6300,income,24,seed_keywords_v1
Пополнение City,Synthetic payment at пополнение,6051,income,24,seed_keywords_v1
Пополнение Express,Synthetic пополнение receipt,6211,expense,24,seed_keywords_v1
Пополнение Online,Synthetic card operation пополнение,4829,expense,24,seed_keywords_v1
Пополнение Pay,Synthetic no mcc operation пополнение,0,expense,24,seed_no_mcc_v1
Пополнение Pay,Synthetic пополнение purchase,6012,expense,24,seed_keywords_v1
Пополнение Store,Synthetic online payment пополнение,6300,income,24,seed_keywords_v1
Райффайзен City,Synthetic card operation райффайзен,6300,expense,24,seed_keywords_v1
Райффайзен Express,Synthetic no mcc operation райффайзен,0,expense,24,seed_no_mcc_v1
Райффайзен Express,Synthetic райффайзен purchase,6011,expense,24,seed_keywords_v1
Райффайзен Online,Synthetic райффайзен receipt,6051,expense,24,seed_keywords_v1
Райффайзен Pay,Synthetic online payment райффайзен,6211,income,24,seed_keywords_v1
Райффайзен Store,Synthetic payment at райффайзен,6012,income,24,seed_keywords_v1
Сбербанк City,Synthetic no mcc operation сбербанк,0,expense,24,seed_no_mcc_v1
Сбербанк City,Synthetic сбербанк purchase,6012,expense,24,seed_keywords_v1
Сбербанк Express,Synthetic payment at сбербанк,6051,income,24,seed_keywords_v1
Сбербанк Online,Synthetic online payment сбербанк,6300,income,24,seed_keywords_v1
Сбербанк Pay,Synthetic card operation сбербанк,4829,expense,24,seed_keywords_v1
Сбербанк Store,Synthetic сбербанк receipt,6211,expense,24,seed_keywords_v1
Сбп City,Synthetic online payment сбп,6051,income,24,seed_keywords_v1
Сбп Express,Synthetic card operation сбп,6211,expense,24,seed_keywords_v1
Сбп Online,Synthetic payment at сбп,6011,income,24,seed_keywords_v1
Сбп Pay,Synthetic сбп receipt,6012,expense,24,seed_keywords_v1
Сбп Store,Synthetic no mcc operation сбп,0,expense,24,seed_no_mcc_v1
Сбп Store,Synthetic сбп purchase,6010,expense,24,seed_keywords_v1
Тинькофф City,Synthetic тинькофф receipt,6012,expense,24,seed_keywords_v1
Тинькофф Express,Synthetic online payment тинькофф,6051,income,24,seed_keywords_v1
Тинькофф Online,Synthetic no mcc operation тинькофф,0,expense,24,seed_no_mcc_v1
Тинькофф Online,Synthetic тинькофф purchase,6010,expense,24,seed_keywords_v1
Тинькофф Pay,Synthetic payment at тинькофф,6011,income,24,seed_keywords_v1
Тинькофф Store,Synthetic card operation тинькофф,6211,expense,24,seed_keywords_v1
Coursera City,Synthetic card operation coursera,8211,expense,25,seed_keywords_v1
Coursera Express,Synthetic no mcc operation coursera,0,expense,25,seed_no_mcc_v1
Coursera Express,Synthetic coursera purchase,8211,expense,25,seed_keywords_v1
Coursera Online,Synthetic coursera receipt,8241,expense,25,seed_keywords_v1
Coursera Pay,Synthetic online payment coursera,8299,expense,25,seed_keywords_v1
Coursera Store,Synthetic payment at coursera,8220,expense,25,seed_keywords_v1
Geekbrains City,Synthetic payment at geekbrains,8299,expense,25,seed_keywords_v1
Geekbrains Express,Synthetic geekbrains receipt,8211,expense,25,seed_keywords_v1
Geekbrains Online,Synthetic card operation geekbrains,8241,expense,25,seed_keywords_v1
Geekbrains Pay,Synthetic no mcc operation geekbrains,0,expense,25,seed_no_mcc_v1
Geekbrains Pay,Synthetic geekbrains purchase,8241,expense,25,seed_keywords_v1
Geekbrains Store,Synthetic online payment geekbrains,8220,expense,25,seed_keywords_v1
Netology City,Synthetic no mcc operation netology,0,expense,25,seed_no_mcc_v1
Netology City,Synthetic netology purchase,8299,expense,25,seed_keywords_v1
Netology Express,Synthetic payment at netology,8211,expense,25,seed_keywords_v1
Netology Online,Synthetic online payment netology,8241,expense,25,seed_keywords_v1
Netology Pay,Synthetic card operation netology,8299,expense,25,seed_keywords_v1
Netology Store,Synthetic netology receipt,8220,expense,25,seed_keywords_v1
School City,Synthetic card operation school,8220,expense,25,seed_keywords_v1
School Express,Synthetic no mcc operation school,0,expense,25,seed_no_mcc_v1
School Express,Synthetic school purchase,8220,expense,25,seed_keywords_v1
School Online,Synthetic school receipt,8299,expense,25,seed_keywords_v1
School Pay,Synthetic online payment school,8211,expense,25,seed_keywords_v1
School Store,Synthetic payment at school,8241,expense,25,seed_keywords_v1
Skillbox City,Synthetic skillbox receipt,8299,expense,25,seed_keywords_v1
Skillbox Express,Synthetic online payment skillbox,8211,expense,25,seed_keywords_v1
Skillbox Online,Synthetic no mcc operation skillbox,0,expense,25,seed_no_mcc_v1
Skillbox Online,Synthetic skillbox purchase,8220,expense,25,seed_keywords_v1
Skillbox Pay,Synthetic payment at skillbox,8241,expense,25,seed_keywords_v1
Skillbox Store,Synthetic card operation skillbox,8220,expense,25,seed_keywords_v1
Skyeng City,Synthetic online payment skyeng,8299,expense,25,seed_keywords_v1
Skyeng Express,Synthetic card operation skyeng,8211,expense,25,seed_keywords_v1
Skyeng Online,Synthetic payment at skyeng,8220,expense,25,seed_keywords_v1
Skyeng Pay,Synthetic skyeng receipt,8241,expense,25,seed_keywords_v1
Skyeng Store,Synthetic no mcc operation skyeng,0,expense,25,seed_no_mcc_v1
Skyeng Store,Synthetic skyeng purchase,8211,expense,25,seed_keywords_v1
Stepik City,Synthetic stepik receipt,8211,expense,25,seed_keywords_v1
Stepik Express,Synthetic online payment stepik,8220,expense,25,seed_keywords_v1
Stepik Online,Synthetic no mcc operation stepik,0,expense,25,seed_no_mcc_v1
Stepik Online,Synthetic stepik purchase,8241,expense,25,seed_keywords_v1
Stepik Pay,Synthetic payment at stepik,8299,expense,25,seed_keywords_v1
Stepik Store,Synthetic card operation stepik,8241,expense,25,seed_keywords_v1
Udemy City,Synthetic online payment udemy,8211,expense,25,seed_keywords_v1
Udemy Express,Synthetic card operation udemy,8220,expense,25,seed_keywords_v1
Udemy Online,Synthetic payment at udemy,8241,expense,25,seed_keywords_v1
Udemy Pay,Synthetic udemy receipt,8299,expense,25,seed_keywords_v1
Udemy Store,Synthetic no mcc operation udemy,0,expense,25,seed_no_mcc_v1
Udemy Store,Synthetic udemy purchase,8220,expense,25,seed_keywords_v1
University City,Synthetic online payment university,8220,expense,25,seed_keywords_v1
University Express,Synthetic card operation university,8241,expense,25,seed_keywords_v1
University Online,Synthetic payment at university,8299,expense,25,seed_keywords_v1
University Pay,Synthetic university receipt,8211,expense,25,seed_keywords_v1
University Store,Synthetic no mcc operation university,0,expense,25,seed_no_mcc_v1
University Store,Synthetic university purchase,8241,expense,25,seed_keywords_v1
Курс City,Synthetic no mcc operation курс,0,expense,25,seed_no_mcc_v1
Курс City,Synthetic курс purchase,8220,expense,25,seed_keywords_v1
Курс Express,Synthetic payment at курс,8241,expense,25,seed_keywords_v1
Курс Online,Synthetic online payment курс,8211,expense,25,seed_keywords_v1
Курс Pay,Synthetic card operation курс,8220,expense,25,seed_keywords_v1
Курс Store,Synthetic курс receipt,8299,expense,25,seed_keywords_v1
Обучение City,Synthetic payment at обучение,8220,expense,25,seed_keywords_v1
Обучение Express,Synthetic обучение receipt,8241,expense,25,seed_keywords_v1
Обучение Online,Synthetic card operation обучение,8211,expense,25,seed_keywords_v1
Обучение Pay,Synthetic no mcc operation обучение,0,expense,25,seed_no_mcc_v1
Обучение Pay,Synthetic обучение purchase,8211,expense,25,seed_keywords_v1
Обучение Store,Synthetic online payment обучение,8299,expense,25,seed_keywords_v1
Университет City,Synthetic университет receipt,8220,expense,25,seed_keywords_v1
Университет Express,Synthetic online payment университет,8241,expense,25,seed_keywords_v1
Университет Online,Synthetic no mcc operation университет,0,expense,25,seed_no_mcc_v1
Университет Online,Synthetic университет purchase,8299,expense,25,seed_keywords_v1
Университет Pay,Synthetic payment at университет,8211,expense,25,seed_keywords_v1
Университет Store,Synthetic card operation университет,8299,expense,25,seed_keywords_v1
Школа City,Synthetic no mcc operation школа,0,expense,25,seed_no_mcc_v1
Школа City,Synthetic школа purchase,8211,expense,25,seed_keywords_v1
Школа Express,Synthetic payment at школа,8220,expense,25,seed_keywords_v1
Школа Online,Synthetic online payment школа,8299,expense,25,seed_keywords_v1
Школа Pay,Synthetic card operation школа,8211,expense,25,seed_keywords_v1
Школа Store,Synthetic школа receipt,8241,expense,25,seed_keywords_v1
Яндекс Практикум City,Synthetic payment at яндекс практикум,8211,expense,25,seed_keywords_v1
Яндекс Практикум Express,Synthetic яндекс практикум receipt,8220,expense,25,seed_keywords_v1
Яндекс Практикум Online,Synthetic card operation яндекс практикум,8299,expense,25,seed_keywords_v1
Яндекс Практикум Pay,Synthetic no mcc operation яндекс практикум,0,expense,25,seed_no_mcc_v1
Яндекс Практикум Pay,Synthetic яндекс практикум purchase,8299,expense,25,seed_keywords_v1
Яндекс Практикум Store,Synthetic online payment яндекс практикум,8241,expense,25,seed_keywords_v1
Afisha City,Synthetic no mcc operation afisha,0,expense,26,seed_no_mcc_v1
Afisha City,Synthetic afisha purchase,7832,expense,26,seed_keywords_v1
Afisha Express,Synthetic payment at afisha,7922,expense,26,seed_keywords_v1
Afisha Online,Synthetic online payment afisha,7991,expense,26,seed_keywords_v1
Afisha Pay,Synthetic card operation afisha,7832,expense,26,seed_keywords_v1
Afisha Store,Synthetic afisha receipt,7929,expense,26,seed_keywords_v1
Cinema City,Synthetic payment at cinema,7991,expense,26,seed_keywords_v1
Cinema Express,Synthetic cinema receipt,7832,expense,26,seed_keywords_v1
Cinema Online,Synthetic card operation cinema,7929,expense,26,seed_keywords_v1
Cinema Pay,Synthetic no mcc operation cinema,0,expense,26,seed_no_mcc_v1
Cinema Pay,Synthetic cinema purchase,7929,expense,26,seed_keywords_v1
Cinema Store,Synthetic online payment cinema,7922,expense,26,seed_keywords_v1
Concert City,Synthetic online payment concert,7922,expense,26,seed_keywords_v1
Concert Express,Synthetic card operation concert,7929,expense,26,seed_keywords_v1
Concert Online,Synthetic payment at concert,7991,expense,26,seed_keywords_v1
Concert Pay,Synthetic concert receipt,7832,expense,26,seed_keywords_v1
Concert Store,Synthetic no mcc operation concert,0,expense,26,seed_no_mcc_v1
Concert Store,Synthetic concert purchase,7929,expense,26,seed_keywords_v1
Formula Kino City,Synthetic no mcc operation formula kino,0,expense,26,seed_no_mcc_v1
Formula Kino City,Synthetic formula kino purchase,7922,expense,26,seed_keywords_v1
Formula Kino Express,Synthetic payment at formula kino,7929,expense,26,seed_keywords_v1
Formula Kino Online,Synthetic online payment formula kino,7832,expense,26,seed_keywords_v1
Formula Kino Pay,Synthetic card operation formula kino,7922,expense,26,seed_keywords_v1
Formula Kino Store,Synthetic formula kino receipt,7991,expense,26,seed_keywords_v1
Karofilm City,Synthetic payment at karofilm,7922,expense,26,seed_keywords_v1
Karofilm Express,Synthetic karofilm receipt,7929,expense,26,seed_keywords_v1
Karofilm Online,Synthetic card operation karofilm,7832,expense,26,seed_keywords_v1
Karofilm Pay,Synthetic no mcc operation karofilm,0,expense,26,seed_no_mcc_v1
Karofilm Pay,Synthetic karofilm purchase,7832,expense,26,seed_keywords_v1
Karofilm Store,Synthetic online payment karofilm,7991,expense,26,seed_keywords_v1
Kassir City,Synthetic online payment kassir,7832,expense,26,seed_keywords_v1
Kassir Express,Synthetic card operation kassir,7922,expense,26,seed_keywords_v1
Kassir Online,Synthetic payment at kassir,7929,expense,26,seed_keywords_v1
Kassir Pay,Synthetic kassir receipt,7991,expense,26,seed_keywords_v1
Kassir Store,Synthetic no mcc operation kassir,0,expense,26,seed_no_mcc_v1
Kassir Store,Synthetic kassir purchase,7922,expense,26,seed_keywords_v1
Kino City,Synthetic kino receipt,7991,expense,26,seed_keywords_v1
Kino Express,Synthetic online payment kino,7832,expense,26,seed_keywords_v1
Kino Online,Synthetic no mcc operation kino,0,expense,26,seed_no_mcc_v1
Kino Online,Synthetic kino purchase,7922,expense,26,seed_keywords_v1
Kino Pay,Synthetic payment at kino,7929,expense,26,seed_keywords_v1
Kino Store,Synthetic card operation kino,7922,expense,26,seed_keywords_v1
Theater City,Synthetic no mcc operation theater,0,expense,26,seed_no_mcc_v1
Theater City,Synthetic theater purchase,7991,expense,26,seed_keywords_v1
Theater Express,Synthetic payment at theater,7832,expense,26,seed_keywords_v1
Theater Online,Synthetic online payment theater,7929,expense,26,seed_keywords_v1
Theater Pay,Synthetic card operation theater,7991,expense,26,seed_keywords_v1
Theater Store,Synthetic theater receipt,7922,expense,26,seed_keywords_v1
Ticketland City,Synthetic payment at ticketland,7832,expense,26,seed_keywords_v1
Ticketland Express,Synthetic ticketland receipt,7922,expense,26,seed_keywords_v1
Ticketland Online,Synthetic card operation ticketland,7991,expense,26,seed_keywords_v1
Ticketland Pay,Synthetic no mcc operation ticketland,0,expense,26,seed_no_mcc_v1
Ticketland Pay,Synthetic ticketland purchase,7991,expense,26,seed_keywords_v1
Ticketland Store,Synthetic online payment ticketland,7929,expense,26,seed_keywords_v1
Афиша City,Synthetic card operation афиша,7922,expense,26,seed_keywords_v1
Афиша Express,Synthetic no mcc operation афиша,0,expense,26,seed_no_mcc_v1
Афиша Express,Synthetic афиша purchase,7922,expense,26,seed_keywords_v1
Афиша Online,Synthetic афиша receipt,7991,expense,26,seed_keywords_v1
Афиша Pay,Synthetic online payment афиша,7832,expense,26,seed_keywords_v1
Афиша Store,Synthetic payment at афиша,7929,expense,26,seed_keywords_v1
Кассир City,Synthetic кассир receipt,7832,expense,26,seed_keywords_v1
Кассир Express,Synthetic online payment кассир,7922,expense,26,seed_keywords_v1
Кассир Online,Synthetic no mcc operation кассир,0,expense,26,seed_no_mcc_v1
Кассир Online,Synthetic кассир purchase,7929,expense,26,seed_keywords_v1
Кассир Pay,Synthetic payment at кассир,7991,expense,26,seed_keywords_v1
Кассир Store,Synthetic card operation кассир,7929,expense,26,seed_keywords_v1
Кино City,Synthetic online payment кино,7991,expense,26,seed_keywords_v1
Кино Express,Synthetic card operation кино,7832,expense,26,seed_keywords_v1
Кино Online,Synthetic payment at кино,7922,expense,26,seed_keywords_v1
Кино Pay,Synthetic кино receipt,7929,expense,26,seed_keywords_v1
Кино Store,Synthetic no mcc operation кино,0,expense,26,seed_no_mcc_v1
Кино Store,Synthetic кино purchase,7832,expense,26,seed_keywords_v1
Концерт City,Synthetic концерт receipt,7922,expense,26,seed_keywords_v1
Концерт Express,Synthetic online payment концерт,7929,expense,26,seed_keywords_v1
Концерт Online,Synthetic no mcc operation концерт,0,expense,26,seed_no_mcc_v1
Концерт Online,Synthetic концерт purchase,7991,expense,26,seed_keywords_v1
Концерт Pay,Synthetic payment at концерт,7832,expense,26,seed_keywords_v1
Концерт Store,Synthetic card operation концерт,7991,expense,26,seed_keywords_v1
Развлечения City,Synthetic card operation развлечения,7929,expense,26,seed_keywords_v1
Развлечения Express,Synthetic no mcc operation развлечения,0,expense,26,seed_no_mcc_v1
Развлечения Express,Synthetic развлечения purchase,7929,expense,26,seed_keywords_v1
Развлечения Online,Synthetic развлечения receipt,7832,expense,26,seed_keywords_v1
Развлечения Pay,Synthetic online payment развлечения,7922,expense,26,seed_keywords_v1
Развлечения Store,Synthetic payment at развлечения,7991,expense,26,seed_keywords_v1
Театр City,Synthetic card operation театр,7832,expense,26,seed_keywords_v1
Театр Express,Synthetic no mcc operation театр,0,expense,26,seed_no_mcc_v1
Театр Express,Synthetic театр purchase,7832,expense,26,seed_keywords_v1
Театр Online,Synthetic театр receipt,7929,expense,26,seed_keywords_v1
Театр Pay,Synthetic online payment театр,7991,expense,26,seed_keywords_v1
Театр Store,Synthetic payment at театр,7922,expense,26,seed_keywords_v1
Alex Fitness City,Synthetic payment at alex fitness,7999,expense,27,seed_keywords_v1
Alex Fitness Express,Synthetic alex fitness receipt,5941,expense,27,seed_keywords_v1
Alex Fitness Online,Synthetic card operation alex fitness,7997,expense,27,seed_keywords_v1
Alex Fitness Pay,Synthetic no mcc operation alex fitness,0,expense,27,seed_no_mcc_v1
Alex Fitness Pay,Synthetic alex fitness purchase,7997,expense,27,seed_keywords_v1
Alex Fitness Store,Synthetic online payment alex fitness,7941,expense,27,seed_keywords_v1
Ddx City,Synthetic no mcc operation ddx,0,expense,27,seed_no_mcc_v1
Ddx City,Synthetic ddx purchase,7999,expense,27,seed_keywords_v1
Ddx Express,Synthetic payment at ddx,5941,expense,27,seed_keywords_v1
Ddx Online,Synthetic online payment ddx,7997,expense,27,seed_keywords_v1
Ddx Pay,Synthetic card operation ddx,7999,expense,27,seed_keywords_v1
Ddx Store,Synthetic ddx receipt,7941,expense,27,seed_keywords_v1
Decathlon City,Synthetic payment at decathlon,5941,expense,27,seed_keywords_v1
Decathlon Express,Synthetic decathlon receipt,7941,expense,27,seed_keywords_v1
Decathlon Online,Synthetic card operation decathlon,7999,expense,27,seed_keywords_v1
Decathlon Pay,Synthetic no mcc operation decathlon,0,expense,27,seed_no_mcc_v1
Decathlon Pay,Synthetic decathlon purchase,7999,expense,27,seed_keywords_v1
Decathlon Store,Synthetic online payment decathlon,7997,expense,27,seed_keywords_v1
Fitness City,Synthetic card operation fitness,7941,expense,27,seed_keywords_v1
Fitness Express,Synthetic no mcc operation fitness,0,expense,27,seed_no_mcc_v1
Fitness Express,Synthetic fitness purchase,7941,expense,27,seed_keywords_v1
Fitness Online,Synthetic fitness receipt,7999,expense,27,seed_keywords_v1
Fitness Pay,Synthetic online payment fitness,5941,expense,27,seed_keywords_v1
Fitness Store,Synthetic payment at fitness,7997,expense,27,seed_keywords_v1
Gym City,Synthetic gym receipt,7941,expense,27,seed_keywords_v1
Gym Express,Synthetic online payment gym,7997,expense,27,seed_keywords_v1
Gym Online,Synthetic no mcc operation gym,0,expense,27,seed_no_mcc_v1
Gym Online,Synthetic gym purchase,7999,expense,27,seed_keywords_v1
Gym Pay,Synthetic payment at gym,5941,expense,27,seed_keywords_v1
Gym Store,Synthetic card operation gym,7999,expense,27,seed_keywords_v1
Spirit City,Synthetic card operation spirit,5941,expense,27,seed_keywords_v1
Spirit Express,Synthetic no mcc operation spirit,0,expense,27,seed_no_mcc_v1
Spirit Express,Synthetic spirit purchase,5941,expense,27,seed_keywords_v1
Spirit Online,Synthetic spirit receipt,7997,expense,27,seed_keywords_v1
Spirit Pay,Synthetic online payment spirit,7999,expense,27,seed_keywords_v1
Spirit Store,Synthetic payment at spirit,7941,expense,27,seed_keywords_v1
Sportmaster City,Synthetic online payment sportmaster,5941,expense,27,seed_keywords_v1
Sportmaster Express,Synthetic card operation sportmaster,7941,expense,27,seed_keywords_v1
Sportmaster Online,Synthetic payment at sportmaster,7997,expense,27,seed_keywords_v1
Sportmaster Pay,Synthetic sportmaster receipt,7999,expense,27,seed_keywords_v1
Sportmaster Store,Synthetic no mcc operation sportmaster,0,expense,27,seed_no_mcc_v1
Sportmaster Store,Synthetic sportmaster purchase,7941,expense,27,seed_keywords_v1
World Class City,Synthetic online payment world class,7999,expense,27,seed_keywords_v1
World Class Express,Synthetic card operation world class,5941,expense,27,seed_keywords_v1
World Class Online,Synthetic payment at world class,7941,expense,27,seed_keywords_v1
World Class Pay,Synthetic world class receipt,7997,expense,27,seed_keywords_v1
World Class Store,Synthetic no mcc operation world class,0,expense,27,seed_no_mcc_v1
World Class Store,Synthetic world class purchase,5941,expense,27,seed_keywords_v1
X Fit City,Synthetic x fit receipt,7999,expense,27,seed_keywords_v1
X Fit Express,Synthetic online payment x fit,5941,expense,27,seed_keywords_v1
X Fit Online,Synthetic no mcc operation x fit,0,expense,27,seed_no_mcc_v1
X Fit Online,Synthetic x fit purchase,7941,expense,27,seed_keywords_v1
X Fit Pay,Synthetic payment at x fit,7997,expense,27,seed_keywords_v1
X Fit Store,Synthetic card operation x fit,7941,expense,27,seed_keywords_v1
Бассейн City,Synthetic no mcc operation бассейн,0,expense,27,seed_no_mcc_v1
Бассейн City,Synthetic бассейн purchase,7941,expense,27,seed_keywords_v1
Бассейн Express,Synthetic payment at бассейн,7997,expense,27,seed_keywords_v1
Бассейн Online,Synthetic online payment бассейн,5941,expense,27,seed_keywords_v1
Бассейн Pay,Synthetic card operation бассейн,7941,expense,27,seed_keywords_v1
Бассейн Store,Synthetic бассейн receipt,7999,expense,27,seed_keywords_v1
Декатлон City,Synthetic no mcc operation декатлон,0,expense,27,seed_no_mcc_v1
Декатлон City,Synthetic декатлон purchase,5941,expense,27,seed_keywords_v1
Декатлон Express,Synthetic payment at декатлон,7941,expense,27,seed_keywords_v1
Декатлон Online,Synthetic online payment декатлон,7999,expense,27,seed_keywords_v1
Декатлон Pay,Synthetic card operation декатлон,5941,expense,27,seed_keywords_v1
Декатлон Store,Synthetic декатлон receipt,7997,expense,27,seed_keywords_v1
Спортзал City,Synthetic payment at спортзал,7941,expense,27,seed_keywords_v1
Спортзал Express,Synthetic спортзал receipt,7997,expense,27,seed_keywords_v1
Спортзал Online,Synthetic card operation спортзал,5941,expense,27,seed_keywords_v1
Спортзал Pay,Synthetic no mcc operation спортзал,0,expense,27,seed_no_mcc_v1
Спортзал Pay,Synthetic спортзал purchase,5941,expense,27,seed_keywords_v1
Спортзал Store,Synthetic online payment спортзал,7999,expense,27,seed_keywords_v1
Спортмастер City,Synthetic спортмастер receipt,5941,expense,27,seed_keywords_v1
Спортмастер Express,Synthetic online payment спортмастер,7941,expense,27,seed_keywords_v1
Спортмастер Online,Synthetic no mcc operation спортмастер,0,expense,27,seed_no_mcc_v1
Спортмастер Online,Synthetic спортмастер purchase,7997,expense,27,seed_keywords_v1
Спортмастер Pay,Synthetic payment at спортмастер,7999,expense,27,seed_keywords_v1
Спортмастер Store,Synthetic card operation спортмастер,7997,expense,27,seed_keywords_v1
Фитнес City,Synthetic online payment фитнес,7941,expense,27,seed_keywords_v1
Фитнес Express,Synthetic card operation фитнес,7997,expense,27,seed_keywords_v1
Фитнес Online,Synthetic payment at фитнес,7999,expense,27,seed_keywords_v1
Фитнес Pay,Synthetic фитнес receipt,5941,expense,27,seed_keywords_v1
Фитнес Store,Synthetic no mcc operation фитнес,0,expense,27,seed_no_mcc_v1
Фитнес Store,Synthetic фитнес purchase,7997,expense,27,seed_keywords_v1
Aeroflot City,Synthetic online payment aeroflot,4511,expense,28,seed_keywords_v1
Aeroflot Express,Synthetic card operation aeroflot,4722,expense,28,seed_keywords_v1
Aeroflot Online,Synthetic payment at aeroflot,3001,expense,28,seed_keywords_v1
Aeroflot Pay,Synthetic aeroflot receipt,3501,expense,28,seed_keywords_v1
